Lfd. Nr.;AHB;"Beschreibung des Anwendungsfalls aus dem AHB (EDIFACT)
API-Webservice (API)";Prüfidentifikator;Reaktion auf Prüfidentifikator;Prozessbeschreibung;"Prozessschritt aus 
Kapitel";Bezeichnung aus Sequenzdiagramm;Prozessschritt aus Sequenzdiagramm;Aktion;Kommunikation von;Kommunikation an;Zuordnung zu einem Objekt;Zuordnung zu einem Geschäftsvorfall;Erweiterte Zuordnung;Objekteigenschaft;Sparte Strom;"Sparte 
Gas";Übertragungsweg;Fußnote;Meilenstein;"Kommunikation von : 
Auslösende Events";"Kommunikation von: 
Lesende Schnittstellen";"Kommunikation von: 
Schreibende Schnittstellen";"Kommunikation an: 
Lesende Schnittstellen";"Kommunikation an: 
Schreibende Schnittstellen"
481;UTILMD AHB Gas;Nicht bila.rel. Änderung vom NB;44113;--;GeLi Gas;Kap. D 2.3.3 Nr. 3;;;Ggf. Änderung vom LF (Weiterleitung an MSB);NB;MSB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
482;UTILMD AHB Gas;Antwort auf Änderung vom NB;44115;--;GeLi Gas;Kap. D 2.3.3 Nr. 4;;;Antwort auf Änderung vom LF;MSB;NB;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
485;UTILMD AHB Gas;Antwort auf Anfrage;44138;--;GeLi Gas;Kap. D 2.3.4 Nr. 3;;;Antwort auf Anfrage an Lieferanten;LF;NB [Verteiler];--;ZG-T1;--;--;--;X;AS4;;3;;;;;
18;UTILMD AHB Gas;Anfrage an MSB ohne Abhängigkeiten;44162;--;GeLi Gas;Kap. D 2.3.5 Nr. 1;;;Anfrage an MSB;LF;NB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
488;UTILMD AHB Gas;Anfrage an MSB mit Abhängigkeiten;44143;--;GeLi Gas;Kap. D 2.3.5 Nr. 1;;;Anfrage an MSB;LF;NB [Verteiler];ZO-T1;--;--;--;--;X;AS4;;3;;;;;
19;UTILMD AHB Gas;Nicht bila. rel Anfrage an MSB ohne Abhängigkeiten;44165;--;GeLi Gas;Kap. D 2.3.5 Nr. 2;;;"Anfrage an MSB
(Weiterleitung an
MSB)";NB;MSB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
489;UTILMD AHB Gas;Anfrage an MSB mit Abhängigkeiten;44147;--;GeLi Gas;Kap. D 2.3.5 Nr. 2;;;Anfrage an MSB (Weiterleitung an MSB);NB [Verteiler];MSB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
20;UTILMD AHB Gas;Antwort auf Anfrage;44167;--;GeLi Gas;Kap. D 2.3.5 Nr. 3;;;"Antwort auf Anfrage
an MSB";MSB;NB;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
490;UTILMD AHB Gas;Antwort auf Anfrage;44149;--;GeLi Gas;Kap. D 2.3.5 Nr. 3;;;Antwort auf Anfrage an MSB;MSB;NB [Verteiler];--;ZG-T1;--;--;--;X;AS4;;3;;;;;
21;UTILMD AHB Gas;Antwort auf Anfrage;44163;--;GeLi Gas;Kap. D 2.3.5 Nr. 4;;;"Antwort auf Anfrage
an MSB";NB;LF;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
22;UTILMD AHB Gas;Ablehnung Anfrage;44164;--;GeLi Gas;Kap. D 2.3.5 Nr. 4;;;"Antwort auf Anfrage
an MSB";NB;LF;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
491;UTILMD AHB Gas;Antwort auf Anfrage;44145;--;GeLi Gas;Kap. D 2.3.5 Nr. 4;;;Antwort auf Anfrage an MSB;NB [Verteiler];LF;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
492;UTILMD AHB Gas;Ablehnung der Anfrage;44146;--;GeLi Gas;Kap. D 2.3.5 Nr. 4;;;Antwort auf Anfrage an MSB;NB [Verteiler];LF;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
23;UTILMD AHB Gas;Änderung vom MSB ohne Abhängigkeiten;44160;--;GeLi Gas;Kap. D 2.3.5 Nr. 5;;;"Ggf. Änderung
vom MSB";NB;LF;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
493;UTILMD AHB Gas;Änderung vom MSB mit Abhängigkeiten;44117;--;GeLi Gas;Kap. D 2.3.5 Nr. 5;;;Ggf. Änderung vom MSB;NB [Verteiler];LF;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
24;UTILMD AHB Gas;Antwort auf Änderung;44161;--;GeLi Gas;Kap. D 2.3.5 Nr. 6;;;"Antwort auf Änderung
vom MSB";LF;NB;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
494;UTILMD AHB Gas;Antwort auf Änderung vom MSB;44119;--;GeLi Gas;Kap. D 2.3.5 Nr. 6;;;Antwort auf Änderung vom MSB;LF;NB [Verteiler];--;ZG-T1;--;--;--;X;AS4;;3;;;;;
25;UTILMD AHB Gas;Nicht bila. rel Anfrage an MSB ohne Abhängigkeiten;44166;--;GeLi Gas;Kap. D 2.3.6 Nr. 1;;;Anfrage an MSB;NB;MSB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
495;UTILMD AHB Gas;Anfrage an MSB mit Abhängigkeiten;44148;--;GeLi Gas;Kap. D 2.3.6 Nr. 1;;;Anfrage an MSB;NB;MSB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
26;UTILMD AHB Gas;Antwort auf Anfrage;44167;--;GeLi Gas;Kap. D 2.3.6 Nr. 2;;;"Antwort auf Anfrage
an MSB";MSB;NB;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
496;UTILMD AHB Gas;Antwort auf Anfrage;44149;--;GeLi Gas;Kap. D 2.3.6 Nr. 2;;;Antwort auf Anfrage an MSB;MSB;NB [Verteiler];--;ZG-T1;--;--;--;X;AS4;;3;;;;;
27;UTILMD AHB Gas;Änderung vom MSB ohne Abhängigkeiten;44160;--;GeLi Gas;Kap. D 2.3.6 Nr. 3;;;"Ggf. Änderung
vom MSB";NB;LF;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
497;UTILMD AHB Gas;Änderung vom MSB mit Abhängigkeiten;44117;--;GeLi Gas;Kap. D 2.3.6 Nr. 3;;;Ggf. Änderung vom MSB;NB [Verteiler];LF;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
28;UTILMD AHB Gas;Antwort auf Änderung;44161;--;GeLi Gas;Kap. D 2.3.6 Nr. 4;;;"Antwort auf Änderung
vom MSB";LF;NB;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
498;UTILMD AHB Gas;Antwort auf Änderung vom MSB;44119;--;GeLi Gas;Kap. D 2.3.6 Nr. 4;;;Antwort auf Änderung vom MSB;LF;NB [Verteiler];--;ZG-T1;--;--;--;X;AS4;;3;;;;;
504;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;"Anfrage Stammdaten Marktlokation (Gas)
";17101;--;GeLi Gas;Kap. D 3.2 Nr. 1;;;Geschäftsdatenanfrage;LF;NB;ZO-F2;--;--;--;--;X;AS4;;3;;;;;
505;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anfrage von Werten;17102;--;GeLi Gas;Kap. D 3.2 Nr. 1;;;Geschäftsdatenanfrage;LF;NB;ZO-T15;--;--;--;--;X;AS4;;3;;;;;
506;UTILMD AHB Gas;Antwort auf die Geschäftsdatenanfrage;44035;--;GeLi Gas;Kap. D 3.2 Nr. 2;;;Antwort;NB;LF;--;ZG-T2;--;--;--;X;AS4;;3;;;;;
507;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung der Anfrage Stammdaten;19101;--;GeLi Gas;Kap. D 3.2 Nr. 2;;;Antwort;NB;LF;--;ZG-T14;--;--;--;X;AS4;;3;;;;;
508;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung der Anfrage Werte;19102;--;GeLi Gas;Kap. D 3.2 Nr. 2;;;Antwort;NB;LF;--;ZG-T14;--;--;--;X;AS4;;3;;;;;
509;MSCONS AHB;Lastgang (Gas) ;13008;--;GeLi Gas;Kap. D 3.2 Nr. 2;;;Antwort;NB;LF;--;ZG-T42;--;--;--;X;AS4;;3;START_LASTGANG;LESEN_ENERGIEMENGE_LASTGANG;Rückgabe DAR falls notwendig;"LESEN_MARKTLOKATION_BASIS
LESEN_MESSLOKATIONS_BASIS
LESEN_NETZLOKATION_BASIS
LESEN_TRANCHE_BASIS";ERSTELLEN_ENERGIEMENGE_LASTGANG
510;MSCONS AHB;Energiemenge (Gas);13009;--;GeLi Gas;Kap. D 3.2 Nr. 2;;;Antwort;NB;LF;--;ZG-T42;--;--;--;X;AS4;;3;START_ENERGIEMENGE;LESEN_ENERGIEMENGE_ENERGIEMENGE;Rückgabe DAR falls notwendig;"LESEN_MARKTLOKATION_BASIS
LESEN_MESSLOKATIONS_BASIS
LESEN_NETZLOKATION_BASIS
LESEN_TRANCHE_BASIS";ERSTELLEN_ENERGIEMENGE_ENERGIEMENGE
511;MSCONS AHB;Zählerstand (Gas);13002;--;GeLi Gas;Kap. D 3.2 Nr. 2;;;Antwort;NB;LF;--;--;EZ-02;--;--;X;AS4;;3;START_ZAEHLERSTAND;LESEN_ENERGIEMENGE_ZAEHLERSTAND;Rückgabe DAR falls notwendig;"LESEN_MARKTLOKATION_BASIS
LESEN_MESSLOKATIONS_BASIS
LESEN_NETZLOKATION_BASIS
LESEN_TRANCHE_BASIS";ERSTELLEN_ENERGIEMENGE_ZAEHLERSTAND
530;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anfrage Stammdaten Messlokation (Gas);17126;--;GeLi Gas;Kap. D 3.3 Nr. 1;;;Geschäftsdatenanfrage;MSB;NB;ZO-F2;--;--;--;--;X;AS4;;3;;;;;
531;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Anfrage von Werten;17102;--;GeLi Gas;Kap. D 3.3 Nr. 1;;;Geschäftsdatenanfrage;MSB;NB;ZO-T15;--;--;--;--;X;AS4;;3;;;;;
532;REQOTE / QUOTES / ORDERS / ORDRSP / ORDCHG AHB;Ablehnung der Anfrage Stammdaten;19101;--;GeLi Gas;Kap. D 3.3 Nr. 2;;;Antwort;NB;MSB;--;ZG-T14;--;--;--;X;AS4;;3;;;;;
533;UTILMD AHB Gas;Antwort auf die Geschäftsdatenanfrage;44060;--;GeLi Gas;Kap. D 3.3 Nr. 2;;;Antwort;NB;MSB;--;ZG-T2;--;--;--;X;AS4;;3;;;;;
545;INVOIC / REMADV AHB;Bestätigung;33001;--;GeLi Gas;Kap. D 4.3 Nr. 11;;;Zahlungsavise;LF;NB;--;ZG-T31;--;--;--;X;AS4;;3;;;;;
546;INVOIC / REMADV AHB;Abschlagsrechnung;31001;--;GeLi Gas;Kap. D 4.3 Nr. 2;;;Abrechnung Netznutzung;NB;LF;ZO-T13;--;--;--;--;X;AS4;;3;;;;;
547;INVOIC / REMADV AHB;NN-Rechnung;31002;--;GeLi Gas;Kap. D 4.3 Nr. 2;;;Abrechnung Netznutzung;NB;LF;ZO-T13;--;--;--;--;X;AS4;;3;;;;;
548;INVOIC / REMADV AHB;Bestätigung;33001;--;GeLi Gas;Kap. D 4.3 Nr. 4a;;;Zahlungsavise;LF;NB;--;ZG-T31;--;--;--;X;AS4;;3;;;;;
549;INVOIC / REMADV AHB;Abweisung;33002;--;GeLi Gas;Kap. D 4.3 Nr. 4b;;;Zahlungsablehnung;LF;NB;--;ZG-T31;--;--;--;X;AS4;;3;;;;;
550;INVOIC / REMADV AHB;Stornorechnung;31004;--;GeLi Gas;Kap. D 4.3 Nr. 9;;;Korrektur der Netznutzungsrechnung;NB;LF;--;ZG-T21;--;--;--;X;AS4;;3;;;;;
556;UTILMD AHB Gas;Änderung der Marktlokationsstruktur;44175;--;GeLi Gas;Kap. D 2.2.1 Nr. 2;;;Änderung vom NB an MSB;NB;MSB;ZO-T1;--;--;--;--;X;AS4;;3;;;;;
560;UTILMD AHB Gas;Antwort auf Anfrage;44145;--;GeLi Gas;Kap. D 2.3.2 Nr. 2;;;Antwort auf Anfrage an NB von MSB;NB [Verteiler];gMSB;--;ZG-T1;--;--;--;X;AS4;;3;;;;;
1024;MSCONS AHB;EEG-Überf.-ZR;13005;--;Geschäftsprozesse für EEG-Überführungszeitreihen V1.0;;Weiterleitung von EEG-Überführungszeitreihen;1;Weiterleitung Überführungszeitreihe;BIKO;BKV (NB);ZO-T22;--;--;--;X;--;AS4;;6;;;;;
1025;MSCONS AHB;EEG-Überf.-ZR Aufgrund Ausfallarbeit;13026;--;Geschäftsprozesse für EEG-Überführungszeitreihen V1.0;;Weiterleitung von EEG-Überführungszeitreihen;1;Weiterleitung Überführungszeitreihe;BIKO;BKV (NB);ZO-T22;--;--;--;X;--;AS4;;6;;;;;
8;MSCONS AHB;EEG-Überf.-ZR;13005;--;Geschäftsprozesse für EEG-Überführungszeitreihen V1.0;;Weiterleitung von EEG-Überführungszeitreihen;2;Weiterleitung Überführungszeitreihe;BIKO;BKV (ÜNB);ZO-T22;--;--;--;X;--;AS4;;6;;;;;
1023;MSCONS AHB;EEG-Überf.-ZR Aufgrund Ausfallarbeit;13026;--;Geschäftsprozesse für EEG-Überführungszeitreihen V1.0;;Weiterleitung von EEG-Überführungszeitreihen;2;Weiterleitung Überführungszeitreihe;BIKO;BKV (ÜNB);ZO-T22;--;--;--;X;--;AS4;;6;;;;;
7;MSCONS AHB;EEG-Überf.-ZR;13005;--;Geschäftsprozesse für EEG-Überführungszeitreihen V1.0;;Weiterleitung von EEG-Überführungszeitreihen;3;Information Überführungszeitreihe;BIKO;NB;ZO-T22;--;--;--;X;--;AS4;;6;;;;;
1021;MSCONS AHB;EEG-Überf.-ZR Aufgrund Ausfallarbeit;13026;--;Geschäftsprozesse für EEG-Überführungszeitreihen V1.0;;Weiterleitung von EEG-Überführungszeitreihen;3;Information Überführungszeitreihe;BIKO;NB;ZO-T22;--;--;--;X;--;AS4;;6;;;;;
76;MSCONS AHB;Gasbeschaffenheit;13007;--;KoV Leitfaden Marktprozesse Bilanzkreismanagement Gas;Kap. 5.3;;;--;NB;LF;ZO-T14;--;--;--;--;X;AS4;;6;;;;;
77;MSCONS AHB;Gasbeschaffenheit;13007;--;KoV Leitfaden Marktprozesse Bilanzkreismanagement Gas;Kap. 5.3;;;--;NB;NB;ZO-T14;--;--;--;--;X;AS4;;6;;;;;
1022;MSCONS AHB;Lastgang (Gas) ;13008;--;KoV Leitfaden Marktprozesse Bilanzkreismanagement Gas;Kap. 5.5.5;;;--;NB;NB;ZO-T14;--;--;--;--;X;AS4;;6;;;;;
1;UTILMD AHB Gas;Nicht bila.rel. Änderung vom NB;44113;--;Marktraumumstellung;--;;;--;NB;MSB;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
2;UTILMD AHB Gas;Antwort auf Änderung vom NB;44115;--;Marktraumumstellung;--;;;--;MSB;NB;--;ZG-T1;--;--;--;X;AS4;;6;;;;;
3;UTILMD AHB Gas;Nicht bila.rel. Anfrage an NB;44139;--;Marktraumumstellung;--;;;--;LF;NB;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
4;UTILMD AHB Gas;Nicht bila.rel. Anfrage an NB;44140;--;Marktraumumstellung;--;;;--;MSB;NB;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
5;UTILMD AHB Gas;Antwort auf Anfrage;44142;--;Marktraumumstellung;--;;;--;NB;LF;--;ZG-T1;--;--;--;X;AS4;;6;;;;;
6;UTILMD AHB Gas;Antwort auf Anfrage;44142;--;Marktraumumstellung;--;;;--;NB;MSB;--;ZG-T1;--;--;--;X;AS4;;6;;;;;
761;UTILMD AHB Gas;Nicht bila.rel. Änderung vom NB;44112;--;Marktraumumstellung;Teil II 2.2.3 10a;;;Nicht-bilanzierungsrelevante Änderungsmeldung, Stammdatenänderung über umzustellende Zählpunkte;NB;LF;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
762;UTILMD AHB Gas;Bila.rel. Änderung vom LF;44120;--;Marktraumumstellung;Teil II 2.2.3 11a;;;Bilanzierungsrelevante Änderungsmeldung, „Änderung der Bilanzkreiszuordnung zum bilanziellen Umstellungstermin“, zwecks Zuordnung zu Bilanzkreisen/Subbilanzkonten „HGas“;LF;NB;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
763;UTILMD AHB Gas;Antwort auf Änderung vom LF;44121;--;Marktraumumstellung;Teil II 2.2.3 11b;;;Beantwortung der Änderungsmeldung;NB;LF;--;ZG-T1;--;--;--;X;AS4;;6;;;;;
764;UTILMD AHB Gas;Bila.rel. Änderung vom LF;44120;--;Marktraumumstellung;Teil II 2.2.3 14a;;;Bilanzierungsrelevante Änderungsmeldung, „Änderung der Bilanzkreiszuordnung zum bilanziellen Umstellungstermin“, zwecks Zuordnung zu Bilanzkreisen/Subbilanzkonten „HGas“;LF;NB;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
765;UTILMD AHB Gas;Antwort auf Änderung vom LF;44121;--;Marktraumumstellung;Teil II 2.2.3 14b;;;Beantwortung der Änderungsmeldung;NB;LF;--;ZG-T1;--;--;--;X;AS4;;6;;;;;
766;UTILMD AHB Gas;Nicht bila.rel. Änderung vom NB;44112;--;Marktraumumstellung;Teil II 2.2.3 5a;;;Initiale nichtbilanzierungsrelevante Änderungsmeldung, Stammdatenänderung über umzustellende Zählpunkte;NB;LF;ZO-T1;--;--;--;--;X;AS4;;6;;;;;
767;UTILMD AHB Gas;Antwort auf Änderung vom NB;44115;--;Marktraumumstellung;Teil II 2.2.3 5b;;;Beantwortung der Änderungsmeldung;LF;NB;--;ZG-T1;--;--;--;X;AS4;;6;;;;;
778;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 2;;;Anforderung Stammdaten Abo;RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
779;UTILMD AHB Strom;Stammdaten auf eine ORDERS;55074;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 3;;;Antwort Stammdaten Abo;NB;RB HKN-R;--;ZG-T25;--;--;X;--;MP;;4;;;;;
780;Herkunftsnachweisregister AHB;Abl. der Anforderung;19301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 3;;;Antwort Stammdaten Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
781;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 4;;;Anforderung Messwerte Abo;RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
782;MSCONS AHB;Lastgang Marktlokation, Tranche;13025;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 5;;;Antwort Messwerte Abo;NB;RB HKN-R;"ZO-T14
und
ZO-T21";--;--;--;X;--;MP;;4;;;;;
783;MSCONS AHB;Zählerstand (Strom);13017;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 5;;;Antwort Messwerte Abo;NB;RB HKN-R;--;--;EZ-01;--;X;--;MP;;4;START_ZAEHLERSTAND;LESEN_ENERGIEMENGE_ZAEHLERSTAND;Rückgabe DAR falls notwendig;;
784;MSCONS AHB;Energiemenge (Strom);13019;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 5;;;Antwort Messwerte Abo;NB;RB HKN-R;ZO-T14;--;--;--;X;--;MP;;4;;;;;
785;Herkunftsnachweisregister AHB;Abl. der Anforderung;19301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.3 Nr. 5;;;Antwort Messwerte Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
786;UTILMD AHB Strom;Stammdaten aufgrund einer Änderung;55075;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 1 Nr. 1;;;Verteilung geänderte Stammdaten;NB;RB HKN-R;ZO-T1;--;--;--;X;--;MP;;4;;;;;
787;UTILMD AHB Strom;Antwort auf Stammdatenänderung ;55076;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 1 Nr. 2;;;Antwort Stammdatenänderung;RB HKN-R;NB;--;ZG-T1;--;--;X;--;MP;;4;;;;;
788;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 1 Nr. 3;;;Beendigung Stammdaten Abo;RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
789;Herkunftsnachweisregister AHB;Best. der Anforderung zum Beenden des Abos zur Stammdaten bzw. Messwertübermittlung;19302;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 1 Nr. 4;;;Antwort Beendigung Stammdaten Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
790;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 1 Nr. 5;;;Beendigung Messwerte Abo;RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
791;Herkunftsnachweisregister AHB;Best. der Anforderung zum Beenden des Abos zur Stammdaten bzw. Messwertübermittlung;19302;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 1 Nr. 6;;;Antwort Beendigung Messwerte Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
792;UTILMD AHB Strom;Stammdaten aufgrund einer Änderung;55075;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 1;;;Verteilung geänderte Stammdaten;NB;RB HKN-R;ZO-T1;--;--;--;X;--;MP;;4;;;;;
793;UTILMD AHB Strom;Antwort auf Stammdatenänderung ;55076;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 2;;;Antwort Stammdatenänderung;RB HKN-R;NB;--;ZG-T1;--;--;X;--;MP;;4;;;;;
794;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 3;;;Anforderung Messwerte Abo (für die Tranche);RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
795;MSCONS AHB;Lastgang Marktlokation, Tranche;13025;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 4;;;Antwort Messwerte Abo;NB;RB HKN-R;"ZO-T14
und
ZO-T21";--;--;--;X;--;MP;;4;;;;;
796;MSCONS AHB;Zählerstand (Strom);13017;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 4;;;Antwort Messwerte Abo;NB;RB HKN-R;--;--;EZ-01;--;X;--;MP;;4;START_ZAEHLERSTAND;LESEN_ENERGIEMENGE_ZAEHLERSTAND;Rückgabe DAR falls notwendig;;
797;MSCONS AHB;Energiemenge (Strom);13019;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 4;;;Antwort Messwerte Abo;NB;RB HKN-R;ZO-T14;--;--;--;X;--;MP;;4;;;;;
798;Herkunftsnachweisregister AHB;Abl. der Anforderung;19301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 2 Nr. 4;;;Antwort Messwerte Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
799;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 3 Nr. 1;;;Beendigung Stammdaten Abo;RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
800;Herkunftsnachweisregister AHB;Best. der Anforderung zum Beenden des Abos zur Stammdaten bzw. Messwertübermittlung;19302;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 3 Nr. 2;;;Antwort Beendigung Stammdaten Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
801;Herkunftsnachweisregister AHB;Anforderung von Stammdaten bzw. Messwerten;17301;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 3 Nr. 3;;;Beendigung Messwerte Abo;RB HKN-R;NB;ZO-T15;--;--;--;X;--;MP;;4;;;;;
802;Herkunftsnachweisregister AHB;Best. der Anforderung zum Beenden des Abos zur Stammdaten bzw. Messwertübermittlung;19302;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 3 Nr. 4;;;Antwort Beendigung Messwerte Abo;NB;RB HKN-R;--;ZG-T14;--;--;X;--;MP;;4;;;;;
803;UTILMD AHB Strom;Stammdaten aufgrund einer Änderung;55075;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 4 Nr. 1;;;Verteilung geänderte Stammdaten;NB;RB HKN-R;ZO-T1;--;--;--;X;--;MP;;4;;;;;
804;UTILMD AHB Strom;Antwort auf Stammdatenänderung ;55076;--;Prozesse zum Informationsaustausch zwischen Netzbetreiber und Herkunftsnachweis-register (HKN-R) des Umweltbundesamts (UBA);Kap. 2.4 Fall 4 Nr. 2;;;Antwort Stammdatenänderung;RB HKN-R;NB;--;ZG-T1;--;--;X;--;MP;;4;;;;;
